0	27.3
10	27.6
20	29.6
30	32.4
40	34
50	35.9
60	37.9
70	39.3
80	40
90	39.9
100	38.9
110	37.9
120	36.4
130	34.5
140	32.3
150	29.8
160	28.2
170	26.8
180	26.1
190	26.5
200	28.6
210	30.5
220	32.9
230	35.2
240	36.9
250	38.1
260	38.8
270	38.8
280	38.4
290	37.4
300	35.5
310	33.8
320	31.3
330	29.1
340	27.3
350	26.4
2	27.4
4	27.6
6	27.4
358	26.1
356	26.5
354	25.9
84	39.6
86	39.7
88	39.7
92	39.4
94	39.2
96	39.5
174	26.5
176	26.5
178	26
182	26.2
184	26.1
186	26.2
264	38.9
266	38.8
268	39
272	38.7
274	38.6
276	38.7
